Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,,10,SUBWAY,,http://www.subway.com/,5745 N Martin Luther King Ave,,United States,USA,,,,,,,,,73111,(405) 604-9890,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,983,Who\'s Your Buddy Cafe,,http://www.yellowpages.com/oklahoma-city-ok/mip/whos-your-buddy-cafe-466301608?lid=466301608,2929 SE 44th St,,United States,USA,,,,,,,,,73129,(405) 702-9991,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,984,Jack in the Box,,http://www.jackinthebox.com,7085 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 741-0101,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,985,Jack in the Box,,http://www.jackinthebox.com,7085 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 741-0101,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,986,Fazoli\'s,,http://fazolis.com,13600 N Pennsylvania Ave,,United States,USA,,,,,,,,,73120,(405) 755-0405,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,987,Santa Fe Cattle Company,,http://santafecattleco.com,7101 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 732-0200,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,988,La Michoacana,,http://lamichoacanameatmarket.com,1125 SW 29th St,,United States,USA,,,,,,,,,73109,(405) 635-8795,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,989,Off The Wall Club & Grill,,http://www.yellowpages.com/oklahoma-city-ok/mip/off-the-wall-club-grill-7612840?lid=7612840,3007 SE 44th St,,United States,USA,,,,,,,,,73135,(405) 672-2994,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,990,El Rodeo Carniceria,,http://www.yellowpages.com/oklahoma-city-ok/mip/el-rodeo-carniceria-1265046?lid=1265046,2601 S Kentucky Ave,,United States,USA,,,,,,,,,73108,(405) 601-1886,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,991,Domino\'s Pizza,,http://www.dominos.com/,1514 SE 44th St Ste A,,United States,USA,,,,,,,,,73129,(405) 670-6000,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,992,Domino\'s,,http://www.dominos.com/,1514A SE 44th St,,United States,USA,,,,,,,,,73129,(405) 670-6000,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,993,McDonald\'s,,http://www.mcdonalds.com,2000 W Memorial Rd,,United States,USA,,,,,,,,,73134,(405) 936-0050,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,994,Del Rancho Restaurants No 1,,http://www.yellowpages.com/oklahoma-city-ok/mip/del-rancho-restaurants-no-1-4139945?lid=4139945,3300 S Western AVE,,United States,USA,,,,,,,,,73109,(405) 632-6994,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,995,Tony\'s Tacos,,http://www.yellowpages.com/oklahoma-city-ok/mip/tonys-tacos-456072710?lid=456072710,3300 S Western Ave,,United States,USA,,,,,,,,,73109,(405) 634-9999,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,996,Braum\'s Ice Cream and Dairy Store,,http://www.braums.com,2420 S Broadway,,United States,USA,,,,,,,,,73013,(405) 341-3808,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,997,Coney\'s and More,,http://www.yellowpages.com/oklahoma-city-ok/mip/coneys-and-more-457928692?lid=457928692,1317 SE 44th St,,United States,USA,,,,,,,,,73129,(405) 677-8844,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,998,Chili\'s Grill & Bar,,http://www.chilis.com,7141 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 869-0670,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,999,stars and stripes pizza,,http://www.starsandstripespizza.com,2805 nw 122nd street,,United States,USA,,,,,,,,,73120,(405) 242-2000,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1000,Chelinos Mexican Restaurant,,http://chelinosmexicanrestaurant.com,427 SW Grand Blvd,,United States,USA,,,,,,,,,73109,(405) 636-1110,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1001,Rococo Northpark,,http://www.yellowpages.com/oklahoma-city-ok/mip/rococo-northpark-466138831?lid=466138831,12252 N May Ave,,United States,USA,,,,,,,,,73120,(405) 212-4577,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1002,Onion Barrel,,http://www.yellowpages.com/oklahoma-city-ok/mip/onion-barrel-8140542?lid=8140542,4407 S High Ave,,United States,USA,,,,,,,,,73129,(405) 631-6800,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1003,Taqueria Cardena\'s,,http://www.yellowpages.com/oklahoma-city-ok/mip/taqueria-cardenas-13070355?lid=13070355,1233 SW 29th St,,United States,USA,,,,,,,,,73109,(405) 631-2002,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1004,Taco Mayo,,http://www.tacomayo.com,1204 SE 44th St,,United States,USA,,,,,,,,,73129,(405) 672-6070,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1005,Pizza 44,,http://www.yellowpages.com/oklahoma-city-ok/mip/pizza-44-8492513?lid=8492513,1200 SE 44th St,,United States,USA,,,,,,,,,73129,(405) 670-4449,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1006,Winston Mcdoogal\'s Inc,,http://www.winstonmcdoogals.com,12301 N May Ave,,United States,USA,,,,,,,,,73120,(405) 751-2202,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1007,Sonic Drive-In,,http://www.sonicdrivein.com/,901 SW Grand Blvd,,United States,USA,,,,,,,,,73109,(405) 632-8300,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1008,Braum\'s Ice Cream and Dairy Store,,http://www.braums.com,4300 SE 43rd St,,United States,USA,,,,,,,,,73115,(405) 670-2646,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1009,Panda Express,,http://www.pandaexpress.com,7171 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 732-8881,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1010,SUBWAY,,http://www.subway.com/,1150 SE 44th St,,United States,USA,,,,,,,,,73129,(405) 677-0323,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1011,Jim\'s Sunset Bar & Grill,,http://www.yellowpages.com/oklahoma-city-ok/mip/jims-sunset-bar-grill-9809339?lid=9809339,1140 SE 44th St,,United States,USA,,,,,,,,,73129,(405) 677-4243,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1012,Texas Roadhouse,,http://www.texasroadhouse.com/,2100 W Memorial Rd,,United States,USA,,,,,,,,,73134,(405) 755-7427,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1013,Route 66 Roadhouse,,http://roadhouse66okc.com,4328 NW 39th St,,United States,USA,,,,,,,,,73112,(405) 605-4500,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1014,Jamba Juice,,http://www.jambajuice.com,12311 N May Ave,,United States,USA,,,,,,,,,73120,(405) 749-2617,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1015,Starbucks Coffee,,http://www.starbucks.com,2116 W Memorial Rd,,United States,USA,,,,,,,,,73134,(405) 748-4443,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1016,Starbucks Coffee,,http://www.starbucks.com,2116 W Memorial Rd,,United States,USA,,,,,,,,,73134,(405) 748-4443,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1017,Steak N Shake,,http://www.steaknshake.com/,7181 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 610-7877,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1018,Pizza Hut,,http://www.pizzahut.com,4436 S Sunnylane Rd,,United States,USA,,,,,,,,,73115,(405) 672-2762,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1019,Qdoba Mexican Grill,,http://www.qdoba.com/,7191 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 455-5151,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1020,Popeyes Louisiana Kitchen,,http://www.popeyes.com,2320 S Broadway,,United States,USA,,,,,,,,,73013,(405) 340-0736,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1021,Lumpys Sports Grill,,http://www.yellowpages.com/oklahoma-city-ok/mip/lumpys-sports-grill-465430283?lid=465430283,12325 N May Ave,,United States,USA,,,,,,,,,73120,(405) 286-3300,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1022,SUBWAY,,http://www.subway.com/,12325 N May Ave,,United States,USA,,,,,,,,,73120,(405) 751-9661,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1023,Joey\'s Cafe,,http://www.yellowpages.com/oklahoma-city-ok/mip/joeys-cafe-5320595?lid=5320595,12325 N May Ave Ste 112,,United States,USA,,,,,,,,,73120,(405) 748-5878,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1024,Sonic Drive-In,,http://www.sonicdrivein.com/,4151 NW 23rd St,,United States,USA,,,,,,,,,73107,(405) 605-1824,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1025,Quiznos Classic Subs,,http://www.quiznos.com,2150 W Memorial Rd,,United States,USA,,,,,,,,,73134,(405) 751-4700,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1026,Qsq,,http://www.yellowpages.com/oklahoma-city-ok/mip/qsq-464712194?lid=464712194,2150 W Memorial Rd Ste C,,United States,USA,,,,,,,,,73134,(405) 751-4700,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1027,China House,,http://www.yellowpages.com/oklahoma-city-ok/mip/china-house-12096896?lid=12096896,12400 N May Ave,,United States,USA,,,,,,,,,73120,(405) 936-0906,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1028,Danny\'s Restaurant,,http://www.yellowpages.com/oklahoma-city-ok/mip/dannys-restaurant-13518978?lid=13518978,4461 NW 50th St,,United States,USA,,,,,,,,,73112,(405) 948-3155,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1029,Panera Bread,,http://www.panerabread.com/,7199 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 869-0550,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1030,Golden Phoenix Bistro,,http://www.yellowpages.com/oklahoma-city-ok/mip/golden-phoenix-bistro-462619577?lid=462619577,7199 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 455-3956,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1031,Wingstop Restaurant,,http://www.wingstop.com/,7201 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 737-8888,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1032,Taco Bueno,,http://www.tacobueno.com/,4421 NW 39th St,,United States,USA,,,,,,,,,73112,(405) 947-4789,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1033,El Sombrero Mexican Restaurant,,http://www.yellowpages.com/oklahoma-city-ok/mip/el-sombrero-mexican-restaurant-7759669?lid=7759669,4491 NW 50th St,,United States,USA,,,,,,,,,73112,(405) 949-0140,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1034,El Chalan,,http://www.yellowpages.com/oklahoma-city-ok/mip/el-chalan-5439328?lid=5439328,4210 SE 44th St,,United States,USA,,,,,,,,,73135,(405) 672-0065,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1035,Little Caesars Pizza,,http://www.littlecaesars.com,4493 NW 50th St,,United States,USA,,,,,,,,,73112,(405) 949-9700,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1036,Dunkin Donuts,,http://www.dunkindonuts.com,4400 Nw 39th St,,United States,USA,,,,,,,,,73112,(405) 946-8550,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1037,Jim\'s Bar-B-Q,,http://www.yellowpages.com/midwest-city-ok/mip/jims-bar-b-q-17713227?lid=17713227,210 E Aeronca Dr,,United States,USA,,,,,,,,,73110,(405) 736-6977,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1038,P.F. Chang\'s China Bistro,,http://www.pfchangs.com/,13700 N Pennsylvania Ave,,United States,USA,,,,,,,,,73134,(405) 748-4003,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1039,Starbucks Coffee,,http://www.starbucks.com,7203 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 736-6500,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1040,Starbucks Coffee,,http://www.starbucks.com,7203 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 736-6500,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1041,Sonic Drive-In,,http://www.sonicdrivein.com/,4417 NW 63rd St,,United States,USA,,,,,,,,,73116,(405) 848-9988,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1042,Chipotle,,http://www.yellowpages.com/oklahoma-city-ok/mip/chipotle-466512356?lid=466512356,13720 N Pennsylvania Ave,,United States,USA,,,,,,,,,73134,(405) 341-6765,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1043,Lupe\'s Mexican Restaurant,,http://www.yellowpages.com/oklahoma-city-ok/mip/lupes-mexican-restaurant-5332198?lid=5332198,1000 S Douglas Blvd,,United States,USA,,,,,,,,,73130,(405) 733-2271,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1044,Uncle Norm\'s Barbeque,,http://www.yellowpages.com/oklahoma-city-ok/mip/uncle-norms-barbeque-19649776?lid=19649776,1024 S Douglas Blvd,,United States,USA,,,,,,,,,73130,(405) 741-2448,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1045,Chuck House Restaurant,,http://www.yellowpages.com/oklahoma-city-ok/mip/chuck-house-restaurant-9909877?lid=9909877,2400 S Midwest Blvd,,United States,USA,,,,,,,,,73110,(405) 737-3013,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1046,Logan\'s Roadhouse,,http://www.logansroadhouse.com,7221 SE 29th St,,United States,USA,,,,,,,,,73110,(405) 736-9500,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1047,Genghis Grill,,http://www.yellowpages.com/oklahoma-city-ok/mip/genghis-grill-468054476?lid=468054476,2121 W Memorial Rd,,United States,USA,,,,,,,,,73134,(405) 418-4494,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1048,Papa John\'s Pizza,,http://www.yellowpages.com/oklahoma-city-ok/mip/papa-johns-pizza-466226472?lid=466226472,1040 S Douglas Blvd,,United States,USA,,,,,,,,,73130,2503229699,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1049,Smashburger,,http://www.yellowpages.com/oklahoma-city-ok/mip/smashburger-467172582?lid=467172582,2127 W Memorial Rd,,United States,USA,,,,,,,,,73134,(405) 418-4887,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1050,Jack\'s Bar-B-Q,,http://www.jacksbbqok.com,4418 NW 39th St,,United States,USA,,,,,,,,,73112,(405) 605-7790,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1051,Taco Bueno,,http://www.tacobueno.com/,4416 SE 44th St,,United States,USA,,,,,,,,,73135,(405) 677-2605,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1052,SUBWAY,,http://www.subway.com/,4227 NW 23rd St,,United States,USA,,,,,,,,,73107,(405) 917-7827,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1053,Thai Sayarm Restaurant,,http://www.yellowpages.com/oklahoma-city-ok/mip/thai-sayarm-restaurant-8072958?lid=8072958,4426 SE 44th St,,United States,USA,,,,,,,,,73135,(405) 672-4904,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1054,Bunny\'s Onion Burgers,,http://www.bunnysburger.com,5020 N Meridian Ave,,United States,USA,,,,,,,,,73112,(405) 949-2889,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1055,Church\'s Chicken,,http://www.churchs.com,4428 SE 44th St,,United States,USA,,,,,,,,,73135,(405) 670-3339,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1056,Bon-Jom Korean Restaurant,,http://www.yellowpages.com/oklahoma-city-ok/mip/bon-jom-korean-restaurant-5432461?lid=5432461,4428 SE 44th St,,United States,USA,,,,,,,,,73135,(405) 672-6060,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1057,Jimmy\'s Egg Franchise Systems,,http://www.yellowpages.com/oklahoma-city-ok/mip/jimmys-egg-franchise-systems-463562864?lid=463562864,Featherstone Rd,,United States,USA,,,,,,,,,73120,(405) 509-6709,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
,,,,,,,,,,,,,,,,1058,Korean B-Won Restaurant,,http://www.yellowpages.com/oklahoma-city-ok/mip/korean-b-won-restaurant-4992260?lid=4992260,4517 S Sunnylane Rd,,United States,USA,,,,,,,,,73135,(405) 670-1170,,,,Oklahoma || Remmington Park || Restaurants || Food,, 04/01/2013,active,silver,OK -> TRAVEL -> Restaurants,OK -> Remmington Park -> Restaurants,,,,
