Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,,,Budget Truck Rental - Prestige Automotive Group Llc,,http://budgettruck.com/IYP_tl,3008 N Stone Ave,,United States,USA,,,Arizona,AZ,Tucson,,,,85705,(520) 882-8578,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Fiesta Self Storage,,http://budgettruck.com/IYP_tl,5600 S 12th Ave,,United States,USA,,,Arizona,AZ,Tucson,,,,85706,(520) 807-1299,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Budget Tucson,,http://budgettruck.com/IYP_tl,3085 E Valencia Rd,,United States,USA,,,Arizona,AZ,Tucson,,,,85706,(520) 806-4500,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - A Access Self Storage,,http://budgettruck.com/IYP_tl,4070 E 29th St,,United States,USA,,,Arizona,AZ,Tucson,,,,85711,(520) 514-9347,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Furriers Western Tire 30,,http://budgettruck.com/IYP_tl,5852 E Speedway Blvd,,United States,USA,,,Arizona,AZ,Tucson,,,,85712,(520) 748-8234,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Irvington Self Storage,,http://budgettruck.com/IYP_tl,1155 E Irvington Rd,,United States,USA,,,Arizona,AZ,Tucson,,,,85714,(520) 294-3051,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Budget Tanque Verde,,http://budgettruck.com/IYP_tl,6505 E Tanque Verde Rd,,United States,USA,,,Arizona,AZ,Tucson,,,,85715,(520) 298-9634,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - 1St Storage,,http://budgettruck.com/IYP_tl,15631 North Oracle Rd 101,,United States,USA,,,Arizona,AZ,Tucson,,,,85739,(520) 825-0206,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Ina Freedom Self Storage Llc,,http://budgettruck.com/IYP_tl,4676 W Ina Rd,,United States,USA,,,Arizona,AZ,Tucson,,,,85741,(520) 469-7309,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Linden Mini Storage,,http://budgettruck.com/IYP_tl,6644 Arizona Highway 260,,United States,USA,,,Arizona,AZ,Show Low,,,,85901,(928) 537-2004,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Tomy D Ent Inc,,http://budgettruck.com/IYP_tl,175 W Aspen Ave,,United States,USA,,,Arizona,AZ,Flagstaff,,,,86001,(928) 213-0156,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - 365 Self Storage,,http://budgettruck.com/IYP_tl,4657 E Nestle Purina Ave,,United States,USA,,,Arizona,AZ,Flagstaff,,,,86004,(928) 526-5597,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Prescott Valley Rv And Self St,,http://budgettruck.com/IYP_tl,9525 E Lorna Ln,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86314,(928) 759-3475,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Verde Valley Rentals,,http://budgettruck.com/IYP_tl,403 S 6th St,,United States,USA,,,Arizona,AZ,Cottonwood,,,,86326,(928) 634-8191,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Bills Rentals,,http://budgettruck.com/IYP_tl,1820 Acoma Blvd W,,United States,USA,,,Arizona,AZ,Lake Havasu City,,,,86403,(928) 855-6494,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Kingman Truck Rental,,http://budgettruck.com/IYP_tl,3424 N Evans St,,United States,USA,,,Arizona,AZ,Kingman,,,,86409,(928) 757-4533,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - 365 Self Storage Scenic,,http://budgettruck.com/IYP_tl,3030 Scenic Blvd,,United States,USA,,,Arizona,AZ,Littlefield,,,,86432,(928) 347-4245,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Budget Truck Rental - Hilltop Car And Truck Rental,,http://budgettruck.com/IYP_tl,2136 Highway 95,,United States,USA,,,Arizona,AZ,Bullhead City,,,,86442,(928) 704-1011,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Buffalo Fence & Barn Company,,http://buffalofenceandbarn.com,5820 N US Highway 89,,United States,USA,,,Arizona,AZ,Flagstaff,,,,86004,(928) 526-0566,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,The Door Stop,,http://cabinetdoors.com,60 W Baseline Rd Ste 107,,United States,USA,,,Arizona,AZ,Mesa,,,,85210,(480) 545-1221,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Cactus Creek Mobile Vet Svc,,http://cactuscreekmobile.com,PO Box 702,,United States,USA,,,Arizona,AZ,Cortaro,,,,85652,(520) 405-3071,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Dosselman Dennis DVM,,http://cactuscreekmobile.com,Tucson AZ 85701,,United States,USA,,,Arizona,AZ,,,,,85701,(520) 405-3071,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Cactus Ornamental Iron Inc,,http://cactusiron.com,4610 E Ingram St,,United States,USA,,,Arizona,AZ,Mesa,,,,85205,(480) 834-0774,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Camelwest Animal Hospital,,http://camelwest.com,10045 W Camelback Rd # 105,,United States,USA,,,Arizona,AZ,Phoenix,,,,85037,(623) 934-1272,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Campbell Redi-Mix,,http://campbellredimix.com,5234 Bruce Dr,,United States,USA,,,Arizona,AZ,Kingman,,,,86401,(928) 681-3118,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Campbell Redi-Mix,,http://campbellredimix.com,1510 Copper Dr,,United States,USA,,,Arizona,AZ,Lake Havasu City,,,,86403,(928) 855-6535,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Canada Del Oro Pet Clinic PC,,http://canadadeloropetclinicpc.com,3936 W Ina Rd Ste 352,,United States,USA,,,Arizona,AZ,Tucson,,,,85741,(520) 744-1565,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Canyon Animal Hospital,,http://canyonanimalhospitalphoenix.com,15411 N 31st St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85032,(602) 971-9651,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Capitol Fence Builders & Supplies,,http://capitolfenceaz.com,6940 NW Grand Ave,,United States,USA,,,Arizona,AZ,Glendale,,,,85301,(623) 201-3547,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Capitol Fence Builders & Supplies,,http://capitolfenceaz.com,6940 W. Grand Ave,,United States,USA,,,Arizona,AZ,Glendale,,,,85302,(623) 201-4193,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Capps Van & Truck Rental,,http://cappsvanrental.com,1426 W Broadway Rd,,United States,USA,,,Arizona,AZ,Mesa,,,,85202,(602) 441-9914,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Carefree Animal Hospital,,http://carefreeanimalhospital.com,6718 E Cave Creek Rd,,United States,USA,,,Arizona,AZ,Cave Creek,,,,85331,(480) 488-3080,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Carflex,,http://carflexonline.com/Contact-Us.html,213 N Grand Ave,,United States,USA,,,Arizona,AZ,Nogales,,,,85621,(520) 287-9882,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Metcalf Carter DVM,,http://casagrandeanimalhospital.com,1645 N Pinal Ave,,United States,USA,,,Arizona,AZ,Casa Grande,,,,85122,(520) 836-5979,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Casas Adobes Pet Clinic,,http://casasadobespetclinic.com,6745 N La Canada Dr,,United States,USA,,,Arizona,AZ,Tucson,,,,85704,(520) 297-8258,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,The Catalyst Product Group,,http://catalystproductgroup.com,2270 S Boulder St,,United States,USA,,,Arizona,AZ,Gilbert,,,,85295,(480) 814-8318,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,Cave Creek Equine Surgical Cen,,http://cavecreekequine.com,34705 N 14th St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85086,(623) 581-5508,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,C Bar J HorseHaven Rescue,,http://cbarjhorsehavenrescue.yolasite.com,15693 Garnet,,United States,USA,,,Arizona,AZ,Dolan Springs,,,,86441,(928) 767-4355,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,CC Bar Ranch,,http://ccbarranch.com/,9125 Grant Rd,,United States,USA,,,Arizona,AZ,Show Low,,,,85901,(928) 243-1422,,,,Horse Saddle,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Saddle,,,,,
,,,,,,,,,,,,,,,,,Cemex,,http://cemexusa.com,13531 E State Route 89A,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86315,(928) 772-3833,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Centerplate,,http://centerplate.com,1 Cardinals Dr,,United States,USA,,,Arizona,AZ,Glendale,,,,85305,(623) 433-7200,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Central Animal Hospital,,http://centralah.com,4020 E. Speedway Blvd.,,United States,USA,,,Arizona,AZ,Tucson,,,,85716,(520) 323-9912,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,"Central Implements, Inc",,http://centralimplement.com,2457 W US Highway 70,,United States,USA,,,Arizona,AZ,Thatcher,,,,85552,(928) 428-1223,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Central Implement Inc,,http://centralimplement.com,401 E Maley St,,United States,USA,,,Arizona,AZ,Willcox,,,,85643,(520) 766-0610,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,"Central Implements, Inc",,http://centralimplement.com,2020 W Gardner Ln,,United States,USA,,,Arizona,AZ,Tucson,,,,85705,(520) 887-4121,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Chadwick Team Roping,,http://chadwickteamroping.com,5315 E Rockaway Hills Dr,,United States,USA,,,Arizona,AZ,Cave Creek,,,,85331,(602) 903-0956,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Chamberlin Building Systems,,http://chamberlinbuildingsystemsinc.shutterfly.com/,28150 N. Alma School Pkwy 103,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85262,(480) 419-8182,,,,Metal Buildings,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Metal Buildings,,,,,
,,,,,,,,,,,,,,,,,Champs Trailers,,http://champstrailers.com,7020 NW Grand Ave,,United States,USA,,,Arizona,AZ,Glendale,,,,85301,(623) 937-5575,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Chaparral Veterinary Clinic,,http://chaparralvet.com,1963 S Arizona Ave,,United States,USA,,,Arizona,AZ,Yuma,,,,85364,(928) 782-9219,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Pieh Tool Co Inc,,http://chasingandrepousse.com,661 E Howards Rd # J,,United States,USA,,,Arizona,AZ,Camp Verde,,,,86322,(928) 554-0700,,,,Horse Saddle,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Saddle,,,,,
,,,,,,,,,,,,,,,,,Circle C Ranch,,http://circlecstables.com,971 E Ranch Rd,,United States,USA,,,Arizona,AZ,Apache Junction,,,,85119,(480) 982-3287,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,C & I Show Hardware Systems,,http://cishowhardware.com,1209 N Stadem Dr,,United States,USA,,,Arizona,AZ,Tempe,,,,85281,(480) 967-8568,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,VCA Mountain View Animal Hospital,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,9812 N 7th St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85020,(480) 447-7150,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA Phoenix West Animal Hospital,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,6530 W Indian School Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85033,(480) 447-8741,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA Northern Animal Hospital,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,2611 W Northern Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85051,(480) 447-8877,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA Apache Junction Animal Hospital,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,17 N Mountain Rd,,United States,USA,,,Arizona,AZ,Apache Junction,,,,85120,(480) 447-8700,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA Mesa Animal Hospital,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,858 N Country Club Dr,,United States,USA,,,Arizona,AZ,Mesa,,,,85201,(480) 751-3454,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA McCormick Ranch Animal Hospital and Pet Care Center,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,10380 N Hayden Rd,,United States,USA,,,Arizona,AZ,Scottsdale,,,,85258,(480) 447-1701,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA Tri City Animal Hospital and Acacia Cat Hospital,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,2332 E Broadway Rd,,United States,USA,,,Arizona,AZ,Tempe,,,,85282,(480) 447-7235,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA Elliot Park Animal Hospital,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,1700 E Elliot Rd Suite 19,,United States,USA,,,Arizona,AZ,Tempe,,,,85284,(480) 675-4547,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA El Mirage Animal Hospital,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,12940 W Elm St,,United States,USA,,,Arizona,AZ,Surprise,,,,85378,(623) 349-7388,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA Apache Animal Hospital,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,2145 S Highway 92,,United States,USA,,,Arizona,AZ,Sierra Vista,,,,85635,(520) 732-2773,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA Animal Medical Center of Tucson,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,2661 N 1st Ave,,United States,USA,,,Arizona,AZ,Tucson,,,,85719,(520) 812-3302,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,VCA Thumb Butte Animal Hospital,,http://clickserve.dartsearch.net/link/click?lid=43000000365233030,1441 W Gurley St,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 379-6072,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Clyde Hardware Co Inc,,http://clydehardware.com,4808 N 15th St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85014,(602) 904-6690,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Companion Animal Clinic,,http://companionac.net,2626 N Campbell Ave,,United States,USA,,,Arizona,AZ,Tucson,,,,85719,(520) 327-5763,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Veterinary Alternative Mdcn,,http://companionac.net,2626 N Campbell Ave,,United States,USA,,,Arizona,AZ,Tucson,,,,85719,(520) 327-5763,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Connect Air International Inc,,http://connect-air.com,4841 S 36th St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85040,(602) 453-0998,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Consolidated Auto Sales,,http://consolidatedauto.com,1610 E Van Buren St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85006,(602) 258-6071,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Copper State Bolt & Nut Co,,http://copperstate.com,923 E Impala Ave,,United States,USA,,,Arizona,AZ,Mesa,,,,85204,(480) 926-2566,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Copper State Bolt & Nut Co,,http://copperstate.com,3162 N Freeway Industrial Loop,,United States,USA,,,Arizona,AZ,Tucson,,,,85705,(520) 690-3500,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Copper State Bolt & Nut Co,,http://copperstate.com,8655 E Eastridge Rd,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86314,(928) 772-3177,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Copper State Bolt & Nut Co,,http://copperstatebolt.openfos.com,3831 E Broadway Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85040,(602) 437-8677,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Copper State Bolt & Nut Co,,http://copperstatebolt.openfos.com,2995 S Shari Ave,,United States,USA,,,Arizona,AZ,Yuma,,,,85365,(928) 317-8110,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Copper State Bolt & Nut Co,,http://copperstatebolt.openfos.com,1841 E Huntington Dr,,United States,USA,,,Arizona,AZ,Flagstaff,,,,86004,(928) 774-3237,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Copper State Bolt & Nut Co,,http://copperstatebolt.openfos.com,537 Lake Havasu Ave N Ste 102,,United States,USA,,,Arizona,AZ,Lake Havasu City,,,,86403,(928) 854-6989,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,On The Hoof Boot Company,,http://cowboycorral.com,235 N State Route 89A,,United States,USA,,,Arizona,AZ,Sedona,,,,86336,(928) 282-1119,,,,Western Wear,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Western Wear,,,,,
,,,,,,,,,,,,,,,,,Cowboy Corral,,http://cowboycorral.com,219 N State Route 89A,,United States,USA,,,Arizona,AZ,Sedona,,,,86336,(928) 282-2040,,,,Western Wear,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Western Wear,,,,,
,,,,,,,,,,,,,,,,,Cowboy Hardware Inc,,http://cowboyhardware.net,2726 E Mohawk Ln,,United States,USA,,,Arizona,AZ,Phoenix,,,,85050,(602) 404-0203,,,,Western Wear,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Western Wear,,,,,
,,,,,,,,,,,,,,,,,Colorado River Animal Medical,,http://cramcvet.com,2079 Highway 95,,United States,USA,,,Arizona,AZ,Bullhead City,,,,86442,(928) 763-7387,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Ashley Homestore Pavilion,,http://cricket-pavillion.com,2121 N 83rd Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85035,(602) 254-7200,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Caring Critters Animal Hosp,,http://critterdoctors.com,189 W Apache Trl # A108,,United States,USA,,,Arizona,AZ,Apache Junction,,,,85120,(480) 671-7387,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,CrossRoads Farm,,http://crossroadsfarm.com,460 E Ray Rd,,United States,USA,,,Arizona,AZ,Gilbert,,,,85296,(480) 812-8924,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Crosswinds Animal Clinic,,http://crosswindsclinic.com,1525 N Gilbert Rd,,United States,USA,,,Arizona,AZ,Gilbert,,,,85234,(480) 497-6617,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Ctl Truck Sales & Salvage Incorporated,,http://ctltrucksales.com,1019 E Maricopa Fwy,,United States,USA,,,Arizona,AZ,Phoenix,,,,85034,(602) 278-3350,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Custom Metal Man,,http://custommetalman.com,Apache Junction AZ 85220,,United States,USA,,,Arizona,AZ,,,,,85220,(480) 326-0426,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Cutting Edge Diamond Tools Inc,,http://cuttingedgediamond.com,9951 E Laguna Azul Ave,,United States,USA,,,Arizona,AZ,Mesa,,,,85209,(480) 804-0250,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Cutting Edge Supply,,http://cuttingedgesupply.com,2220 N 27th Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85009,(602) 252-2391,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
