Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,362505,Macon County Guide Service,,,354 County Rd. 31,,United States,USA,,,Alabama,AL,Union Springs,,,,36089,,,(970) 589-5420,,,,Guided Hunts  ||  Bobcat  ||  Turkey  ||  Whitetail       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,362594,Mad River Sportsman'S Club,,www.madriversportsmansclub.com,1055 Co.Rd. 25 South,,United States,USA,,,Ohio,OH,Bellefontaine,,,,43311,,,(937) 593-8245,,,,Shooting Range  ||  Sporting Clays  ||  Shooting School  ||  Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  ||  Huns  ||  Trap  ||  5 Stand ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,362677,Madsnookin.Com,,www.madsnookin.com,740 Palm Point Dr.,,United States,USA,,,Florida,FL,Marco Island ,,,,34140,,,(239) 970-0066,,,,Fishing Guides || Fishing Charters || Parties,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Alligator,,,
,,,,,,,,,,,,,,,362709,"Magic Mountains Outfitters, Inc",,,Po Box 248,,United States,USA,,,Wyoming,WY,Cokeville,,,,83114,,,(307) 279-3345,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,362741,Magnum Alaska Outfitters,,www.magnumalaskaoutfitters.com,4316 Upper Kogru Drive,,United States,USA,,,Alaska,AK,Eagle River,,,,99577,,,(907) 694-9694,,,,,1/1/2014,active,Limited,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Sheep,Guides & Outfitters -> Bear,,,
,,,,,,,,,,,,,,,362763,Magnum Guide Service,jroche@magnumguideservice.com,www.magnumguideservice.com,707 N. US Hwy 277,,United States,USA,,,Texas,TX,Eldorado,,,,76936,,,(325) 853-1555,,,,Guided Hunts  ||  Whitetail  ||  Antelope  ||  Bobcat  ||  Coyote  ||  Dove  ||  Elk  ||  Exotic  ||  Javelina  ||  Mule Deer ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Exotic,Guides & Outfitters -> Wild Boar & Javelina,
,,,,,,,,,,,,,,,362764,Magnum Guide Service,,www.magnumguide.com,707 N Us Hwy 277,,United States,USA,,,Texas,TX,Eldorado,,,,76936,,,(325) 853-1555,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Exotic,
,,,,,,,,,,,,,,,362829,Mah-Hah Outfitters,,www.johndayriverfishing.com,108 W 1st St.,,United States,USA,,,Oregon,OR,Fossil,,,,97830,,,(888) 624-9424,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,362852,Maier Hunting Farm,,http://huntmaier.com,65450 Fir Rd,,United States,USA,,,#N/A,IN ,Bremen,,,,46506,,,(574) 276-2028,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,362853,Maier Pheasant Farm,,http://huntmaier.com,65450 Fir Rd.,,United States,USA,,,Indiana,IN,Bremen,,,,46506,,,(574) 633-4982,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,362937,Maine Safari,hunt@mainesafari.com,www.mainesafari.com,123 Unity Rd,,United States,USA,,,Maine,ME,Benton ,,,,4901,,,(214) 628-6793,,,,Guided Hunts  ||  Whitetail  ||  Red Deer  ||  Elk  ||  Balck Bear  ||  Fallow Deer  ||  Bison  ||  Exotics   ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,362950,Mainland Hunting,,,Bullock County,,United States,USA,,,Alabama,AL,Union Springs,,,,,,,(334) 738-4784,,,"Ready for some real action? Then book one of our WILD HOG hunts.We have some of the best around, we can give you the excitment you are looking for, and for the extreme hunters we can arrange a special wild hog hunt with no weapons just bare hands and rope",,1/1/2014,active,Limited,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,,,,
,,,,,,,,,,,,,,,362990,Majo Ranch Outfitters,majo@cowboystate.net,,,,United States,USA,,,Wyoming,WY,Cody,,,,82414,,,(307) 587-2051,(307) 587-6868,,,Guided Hunts  ||  Wild Boar         ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,363032,Malad Valley Upland Hunts,brose@mvuh.com,,3400 W 2800 N,,United States,USA,,,Idaho,ID,Malad City,,,,83252,,,(208) 766-4208,(208) 766-4208,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,363058,Mallard Manor,joe@mallardmanor.com,www.mallardmanor.com,2741 County Rd 6,,United States,USA,,,Mississippi,MS,Drew,,,,38737,,,(866) 813-6573,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Dove,Guides & Outfitters -> Small Game,
,,,,,,,,,,,,,,,363060,Mallard Point Duck Hunts Inc,,www.mallardpoint.net,1059 Greene 313 Rd. ,,United States,USA,,,Arkansas,AR,Paragould,,,,72450,,,(870) 573-6771,,,,Waterfowl  ||  Ducks  ||  Quail Hunting  ||  Bird Hunting       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,,,,
,,,,,,,,,,,,,,,363090,Maloneys Guide Service,,www.Azhuntandfish.com,715 Pauley Drive,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,,,(928) 420-0505,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Bear,
,,,,,,,,,,,,,,,363160,Mangas Outfitters,tbarnett@vtc.net,www.mangasoutfitters.com,P.O. Box 354,,United States,USA,,,New Mexico,NM,Datil,,,,87821,,,(575) 838-6202,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> Sheep,
,,,,,,,,,,,,,,,363166,Mangrove Bay Outfitters,,http://mangrovebaycharters.com,1431 Davis Dr,,United States,USA,,,Florida,FL,Fort Myers,,,,33919,,,(239) 229-8772,,,,Whiskey Creek,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,,,
,,,,,,,,,,,,,,,363281,Maple Lane Hunting Preserve,,,64400 Maple Road,,United States,USA,,,Indiana,IN,Lakeville,,,,46536,,,(574) 299-8388,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,363613,Mark Ross,,www.markrossoutfitters.com,5852 Jefferson Rd.,,United States,USA,,,Nebraska,NE,Elliance,,,,69301,,,(308) 762-2482,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> Elk,
,,,,,,,,,,,,,,,364106,Martz'S Game Farmgap View,,www.martzs.com,610 Game Farm Rd,,United States,USA,,,Pennsylvania,PA,Dalmatia,,,,17017,,,(800) 326-8442,(570) 758-3166,,,Bird Hunting  ||  Quail Pheasant  ||  Chukar  || Shooting Range  ||  Sporting Clays  ||  Wobble Trap.Bird Hunting  ||  Pheasant  ||  Chukar  ||  Huns  ||  Game Bird Breeder ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,364232,Mason Valley Guide Service,,http://masonvalleyguide.com,402 Paul Ave,,United States,USA,,,Nevada,NV,Yerington,,,,89447,,,(775) 722-4163,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Mule Deer,,
,,,,,,,,,,,,,,,364471,Matschee Guide Service Llc,kmatschee@comcast.net,www.matscheeguide.com,1650 Pearl Street Apt. #6,,United States,USA,,,Colorado,CO,Denver,,,,80203,,,(303) 864-0547,,,,Guided Hunts  ||  Bear  ||  Elk  ||  Deer  ||  Sheep   ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,364573,Maui Hunting Safari,,www.mauihuntingsafari.com,Po Box 1739,,United States,USA,,,Hawaii,HI,Makawao,,,,96768,,,(808) 573-8426,,,,Guide Service || Hunting || Fishing Preserves,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Exotic,,,
,,,,,,,,,,,,,,,364640,Max Schwab Master Guide,maxo@mtaonline.net,www.maxschwab.com,,,United States,USA,,,Alaska,AK,TALKEETNA,,,,99676,,,(305) 394-5093,,,,Guided Hunts  ||  Whitetail  ||  Turkey     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Moose,Guides & Outfitters -> Sheep,Guides & Outfitters -> Bear,,
,,,,,,,,,,,,,,,364664,Maximum Turkey Guide Service & Deer Hunting,,www.maximumturkeyguideservice.com,,,United States,USA,,,Ohio,OH,,,,,,,,,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Turkey,,,,
,,,,,,,,,,,,,,,364702,Maxwell Creek Plantaion,,,,,United States,USA,,,North Carolina,NC,Magnolia,,,,28453,,,(910) 289-2171,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  ||  Clays  ||  Ducks  ||  Waterfowl  || Bird Hunting  ||  Dove  ||  Quail ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,364734,Mayer Ranch,,,515 West Terrace,,United States,USA,,,Texas,TX,San Angelo,,,,76903,,,(325) 655-6220,,,,Guided Hunts  ||  Whitetail  ||  Turkey     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,,,
,,,,,,,,,,,,,,,364741,Mayfield Ranch,,www.mayfieldranch.com,P.O. Box 3889,,United States,USA,,,Texas,TX,San Angelo,,,,76902,,,(325) 656-1213,,,,Guided Hunts  ||  Whitetail  ||  Turkey     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Exotic,,,
,,,,,,,,,,,,,,,364787,Mayville Flat Gamebird Farm & Preserve,,www.mayvilleflat.com,16617 Greiner Ln.,,United States,USA,,,Oregon,OR,Condon,,,,97823,,,(541) 384-4705,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  ||  Dove   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,364798,Mazonia Hunt Club,,,Po Box 146 ,,United States,USA,,,Illinois,IL,Braceville,,,,60407,,,(815) 237-2336,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,364870,Mc Kee High Country Outfitters,,www.turnerguides.com,791 Twilight Ln,,United States,USA,,,Colorado,CO,Bayfield,,,,81122,,,(970) 884-0660,,,,Guide Service || Sightseeing Tours || Tours-Operators || Promoters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,,,,
travis@cactusbull.com,9b8935016ae13bb94b3f0a58e97f6eb9,Travis,McClendon,McClendon Guide Service &amp; The Cactusbull Crew,203 S. Airport Rd,,,AZ,Cottonwood,86326,928-300-6755,,travis@cactusbull.com,,364990,Mcclendon Guide Service,travis@cactusbull.com,www.catusbull.com,203 South Airport Rd.,,United States,USA,,,Arizona,AZ,Cottonwood,,,,86326,,,(928) 300-6755,,Guiding the biggest bucks & bulls Arizona has to offer PERIOD!,"30 Years ago McClendon?s Guide Service set out to be one of the premier outfitters in the state of Arizona.  Since then our clients have harvested the current P&Y TYPICAL WORLD RECORD BULL, #3 Non-Typical Muzzleloader Bull , #2 Non-Typical Muzzleloader Mu",elk || mule deer || arizona || monster bulls || monster bucks || strip deer || arizona strip || arizona elk || unit 9 || unit 10,1/24/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Coues Deer,,
,,,,,,,,,,,,,,,365009,Mccollum'S Hunting Preserve,,,1468 170th Ave,,United States,USA,,,Minnesota,MN,Bejou,,,,56516,,,(218) 935-2468,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  ||  Clays  ||  Ducks  ||  Waterfowl ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Water Fowl,,,
,,,,,,,,,,,,,,,365023,Mccool Outdoor,,www.mccooloutdoor.com,1490 River Dr,,United States,USA,,,Michigan,MI,Traverse City,,,,49684,,,(231) 409-3874,,,,Fishing Guides,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,365043,Mccormick'S Sunset Guest Ranch,,www.mccormicksguestranch.com,1701 Sunset Guest Ranch Rd,,United States,USA,,,Montana,MT,Helmville,,,,59843,,,(800) 757-5574,,,,Guided Hunts  ||  Elk  ||  Deer  ||  Waterfowl  ||  Shooting Range   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Water Fowl,,
,,,,,,,,,,,,,,,365083,Mccullom Lake Hunt Club,,www.mccullomlakehuntclub.com,10603 Okeson Road,,United States,USA,,,Illinois,IL,Hebron,,,,60034,,,(815) 648-2775,,,,Bird Hunting  ||  Dove  ||  Quail  ||  Pheasant  ||  Chukar   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,365267,Mckenna Ranch Outfitters,,www.mckennaoutfitters.com,741 County Rd 313,,United States,USA,,,Mississippi,MS,Pachuta,,,,39347,,,(601) 727-4926,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,,
,,,,,,,,,,,,,,,365268,Mckenna Ranch,,www.mckennaoutfitters.com,741 County Road 313,,United States,USA,,,Mississippi,MS,Pachuta,,,,39347,,,(601) 727-4926,,,,Guided Hunts  ||  Bobcat  ||  Wild Boar  ||  Coyote  ||  Turfkey  ||  Whitetail     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,,
,,,,,,,,,,,,,,,365314,Mclain Mike,,www.salmonrivertours.com,20 Katie Ln,,United States,USA,,,Idaho,ID,North Fork,,,,83466,,,(208) 865-2375,,,,Guide Service || Fishing Charters || Parties,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,365327,Mclean Bowman Ranch,,www.mcleanbowmanranch.com,P.O. Box 67 ,,United States,USA,,,Texas,TX,Carrizo Springs,,,,78834,,,(210) 691-0966,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Wild Boar & Javelina,,
,,,,,,,,,,,,,,,365368,Mcmillan Outfitting,tom@centralkansaswhitetails.com,www.mcmillanoutfitting.com,344 E Us Hwy 50,,United States,USA,,,Kansas,KS,Stafford,,,,67578,,,(620) 546-4539,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Upland Game,,
,,,,,,,,,,,,,,,365476,Meadow Creek Outfitters,,www.meadowcreekoutfitters.com,Mckenzie Creek Rd,,United States,USA,,,Idaho,ID,White Bird,,,,83554,,,(208) 839-2424,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Bear,
,,,,,,,,,,,,,,,365483,Meadowbrook Game Farm,,www.meadowbrookgamefarm.com,1600 Meadow Brook Drive,,United States,USA,,,Tennessee,TN,Westmoreland,,,,37186,,,(615) 888-2411,,,,Bird Hunting  ||  Pheasants  ||  Huns  ||  Clays       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,365485,Meadowlake Ranch,,www.meadowlakeranch.com,3450 S. 137th W Ave.,,United States,USA,,,Oklahoma,OK,Sand Springs,,,,74063,,,(800) 256-5323,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,,,
,,,,,,,,,,,,,,,365497,Meadowview Sporting Dog Club & Preserve,,www.meadowviewpreserve.com,26 Pancoast Rd,,United States,USA,,,New Jersey,NJ,Hancocks Bridge,,,,8038,,,(856) 935-8077,,,,Bird Hunting  ||  Grouse  ||  Woodcock  ||  Whitetail  || Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  ||  Hunns  ||  Ducks ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Water Fowl,,,
,,,,,,,,,,,,,,,365519,Mecan River Outfitters & Lodge,,http://mecanriveroutfitters.com,W 720 State Road 23,,United States,USA,,,Wisconsin,WI,Princeton,,,,54968,,,(920) 295-3439,,,,Bird Hunting  ||  Pheasants  ||  Huns  ||  Clays       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,365559,"Medicine Creek Pheasant Ranch,Inc..",,www.medicinecreek.com,29451 239th Street,,United States,USA,,,South Dakota,SD,Vivian,,,,57576,,,(605) 683-6411,,,,Bird Hunting  ||  Pheasant  ||  Prairie Chicken  ||  Sharp  ||  Ducks  ||  Geese  ||  Clays  ||  Waterfowl   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Water Fowl,,,
,,,,,,,,,,,,,,,365563,Medicine Lake Outfitters,,http://packtrips.com,3246 Linney Rd.,,United States,USA,,,Montana,MT,Bozeman,,,,59718,,,(406) 388-4938,,,,Guided Hunts  ||  Black Bear  ||  Duck  ||  Goose  ||  Grouse  ||  Whitetail  ||  Waterfowl ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Predator,Guides & Outfitters -> Sheep,
,,,,,,,,,,,,,,,365892,Mesquite Country Outfitters,,www.mcohunts.com,P.O. Box 1095,,United States,USA,,,Texas,TX,Idalou,,,,79329,,,(806) 596-4685,,,Texas Quail Hunts,,1/1/2014,active,Limited,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Wild Boar & Javelina,,
,,,,,,,,,,,,,,,365897,Mesquite River Outfitters,sam-karenhenderson@att.net,www.mesquiteriveroutfitters.com,P.O. Box 391,,United States,USA,,,Texas,TX,Eldorado,,,,76936,,,(325) 853-1543,,,,Guided Hunts  ||  Black Bear  ||  Brown Bear  ||  Moose  ||  Booking Agent  ||  World Wide Hunts     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Predator,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,366458,Michigan Elk Hunting,northrup@1010internet.com,www.michiganelkhunting.com,2688 W. Conrad Rd. ,,United States,USA,,,Michigan,MI,Ludington,,,,49431,,,(231) 357-9987,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> White-Tailed Deer,,,
,,,,,,,,,,,,,,,366594,Mid-America Hunting Association,huntingland@toto.net,www.ks-mo-hunt.org,30169 251st St,,United States,USA,,,Kansas,KS,Easton,,,,66020,,,(913) 773-8110,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  ||  Huns   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Turkey,Guides & Outfitters -> White-Tailed Deer,
,,,,,,,,,,,,,,,366613,Middel Fork Lodge,,www.middleforklodgeoutfitters.com,2500 Hot Springs Rd,,United States,USA,,,Idaho,ID,Challis,,,,83226,,,(877) 468-6635,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> Predator,
,,,,,,,,,,,,,,,366614,Middle Creek Ranch,,,28310 County Road 31,,United States,USA,,,Colorado,CO,Oak Creek,,,,80467,,,(970) 879-7353,,,,Guide Service || Sightseeing Tours || Tours-Operators || Promoters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,,,,
,,,,,,,,,,,,,,,366617,Middle Fork Outfitters Llc,info@middleforkoutfitters.com,www.middleforkoutfitters.com,"HC 82, Box 4059",,United States,USA,,,Idaho,ID,Challis,,,,83226,,,(509) 671-7126,(509) 671-7127,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> Sheep,
,,,,,,,,,,,,,,,366682,Midnight Sun Charters,,www.midnightsuncharters.net/hunting.html,1520 Baranof St.,,United States,USA,,,Alaska,AK,Kodiak,,,,99615,,,(907) 235-6483,,,,Fishing Guides,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,366730,Midway Farms,,,,,United States,USA,,,Missouri,MO,Fayette,,,,65248,,,(660) 248-3838,,,,Shooting Range  ||  Sporting Clays  ||  Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar     ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,366839,Midwest Migrations,,www.midwestmigrations.com,Po Box 5761,,United States,USA,,,North Dakota,ND,Grand Forks,,,,58206-5761,,,(701) 740-2996,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,,,,
,,,,,,,,,,,,,,,366891,Midwest Trophy Outfitters,,www.mwto.com,149 Sawmill Rd,,United States,USA,,,Pennsylvania,PA,Greentown ,,,,18426,,,(570) 656-4220,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,366930,Mike Berry'S Guide Service,,www.mikeberrysguideservice.com,2312 Castro Lane,,United States,USA,,,California,CA,Bakersfield,,,,93304,,,(661) 397-7008,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Black-Tailed Deer,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Wild Boar & Javelina,
,,,,,,,,,,,,,,,366960,Mike Kuchera'S South Dakota Guide Serevice Inc,mkuchera@santel.net,www.sdpheasants.com,135 East 2nd Ave.,,United States,USA,,,South Dakota,SD,Mitchell,,,,57301,,,(605) 996-1120,(605) 996-1232,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,366973,Mike Odin'S Alaska Adventures,,www.mikeodin.com,P.O. Box 772682,,United States,USA,,,Alaska,AK,Eagle River,,,,99577,,,(907) 644-4868,,,,Fishing Guides,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Sheep,Guides & Outfitters -> Caribou,,
,,,,,,,,,,,,,,,367363,Mile High Outfitters Inc,,www.huntidahoelk.com,P.O. Box 1189,,United States,USA,,,Idaho,ID,Challis,,,,83226,,,(208) 879-4500,,,,Guide Service,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> Moose,Guides & Outfitters -> Sheep,
,,,,,,,,,,,,,,,367395,Milford Hills Hunt Club,milfordhills@milfordhills.com,www.milfordhills.com,W5670 French Rd.,,United States,USA,,,Wisconsin,WI,Johnson Creek,,,,53038,,,(920) 699-2249,(920) 699-8919,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,367464,Mill Iron Outfitters,milliron@pop.ctctel.com,www.millironoutfitters.com,"HC 67, Box 25",,United States,USA,,,South Dakota,SD,Buffalo,,,,57720,,,(605) 580-8827,,,,Bird Hunting  ||  Grouse  ||  Pheasant  ||  Chukar       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Pronghorn,,,
,,,,,,,,,,,,,,,367465,Mill Iron Ranch,,www.millironranch.net,P.O. Box 951,,United States,USA,,,Wyoming,WY,Jackson,,,,83001,,,(888) 808-6390,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Sheep,Guides & Outfitters -> Moose,
,,,,,,,,,,,,,,,367485,Mille Lacs Hunting Lodge,,www.millelacslodge.com,8673 340th St. ,,United States,USA,,,Minnesota,MN,Onamia,,,,56359,,,(320) 532-3384,,,,Guided Hunts  ||  Whitetail  ||  Turkey  ||  Javelina  ||  Dove  ||  Quail  ||  Varmints  ||  Bird Hunting  || Bird Hunting  ||  Grouse ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
